SUBMITTED_ID,FBID_KEY,ANNOTATION_SYMBOL,CYTOGENETIC_MAP,EXPERIMENTAL_CYTOLOGY,EXPERIMENTAL_RECOMBINATION_DATA,EXPERIMENTAL_RECOMBINATION_LEFT_OF,EXPERIMENTAL_RECOMBINATION_RIGHT_OF,FEATURE_TYPE,GO_BIOLOGICAL_PROCESS,GO_CELLULAR_COMPONENT,GO_MOLECULAR_FUNCTION,LOCATION_ARM,LOCATION_MAX,LOCATION_MIN,LOCATION_STRAND,MAPPED_FEATURES_MUTATIONS,NAME,RECOMBINATION_MAP,SYMBOL
FBgn0000173,FBgn0000173,CG18319,12D2-12D2,12D-12D; (determined by in situ hybridisation),1-45.8 <newline> 1-45.0 <newline> 1-47 <newline> 1-44.7,v <newline> g <newline> P{ry1}Ste[R301.2],na <newline> f,SO0000010:protein_coding_gene,"synapse maturation ; GO:0060074 | inferred from mutant phenotype <newline> response to anesthetic ; GO:0072347 | inferred from mutant phenotype <newline> peptidoglycan recognition protein signaling pathway ; GO:0061057 | inferred from mutant phenotype <newline> grooming behavior ; GO:0007625 | traceable author statement <newline> grooming behavior ; GO:0007625 | inferred from mutant phenotype <newline> photoreceptor cell morphogenesis ; GO:0008594 | inferred from mutant phenotype <newline> axonogenesis ; GO:0007409 | inferred from mutant phenotype <newline> protein K63-linked ubiquitination ; GO:0070534 | inferred from biological aspect of ancestor with PANTHER:PTN000630262 <newline> positive regulation of mitotic cell cycle, embryonic ; GO:0045977 | inferred from mutant phenotype <newline> jump response ; GO:0007630 | inferred from mutant phenotype <newline> axon target recognition ; GO:0007412 | inferred from mutant phenotype <newline> positive regulation of cell death ; GO:0010942 | inferred from genetic interaction with egr <newline> positive regulation of JNK cascade ; GO:0046330 | inferred from genetic interaction with hep inferred from genetic interaction with Tak1 inferred from genetic interaction with egr inferred from genetic interaction with Traf6 inferred from physical interaction with Traf6 <newline> positive regulation of protein polyubiquitination ; GO:1902916 | inferred from mutant phenotype <newline> flight behavior ; GO:0007629 | inferred from mutant phenotype <newline> synaptic growth at neuromuscular junction ; GO:0051124 | inferred from mutant phenotype <newline> postreplication repair ; GO:0006301 | inferred from biological aspect of ancestor with PANTHER:PTN000630262 <newline> protein polyubiquitination ; GO:0000209 | inferred from direct assay <newline> response to oxidative stress ; GO:0006979 | inferred from mutant phenotype",perinuclear region of cytoplasm ; GO:0048471 | inferred from direct assay <newline> UBC13-UEV1A complex ; GO:0035370 | inferred from direct assay <newline> nucleus ; GO:0005634 | inferred from direct assay,ubiquitin conjugating enzyme binding ; GO:0031624 | inferred from physical interaction with Uev1A <newline> ubiquitin protein ligase binding ; GO:0031625 | inferred from physical interaction with nopo <newline> ubiquitin conjugating enzyme activity ; GO:0061631 | contributes_to inferred from direct assay <newline> ubiquitin protein ligase activity ; GO:0061630 | inferred from biological aspect of ancestor with PANTHER:PTN000629506 <newline> ubiquitin-protein transferase activity ; GO:0004842 | inferred from sequence or structural similarity,X,13999805,13996345,1,-,bendless,Jan-47,ben
FBgn0000206,FBgn0000206,CG8285,96F8-96F8,96F8-96F11; (determined by in situ hybridisation),3-90.5 <newline> 3-89 <newline> 3-87.1,-,Pri,SO0000010:protein_coding_gene,"visual perception ; GO:0007601 | inferred from electronic annotation with InterPro:IPR002956 <newline> lipid homeostasis ; GO:0055088 | inferred from mutant phenotype <newline> R7 cell differentiation ; GO:0045466 | non-traceable author statement <newline> regulation of peptidyl-tyrosine phosphorylation ; GO:0050730 | inferred from direct assay <newline> G-protein coupled glutamate receptor signaling pathway ; GO:0007216 | inferred from biological aspect of ancestor with PANTHER:PTN001173581 <newline> glucose homeostasis ; GO:0042593 | inferred from mutant phenotype <newline> R7 cell development ; GO:0045467 | non-traceable author statement <newline> regulation of synaptic transmission, glutamatergic ; GO:0051966 | inferred from biological aspect of ancestor with PANTHER:PTN001173581 <newline> response to glucose ; GO:0009749 | inferred from mutant phenotype <newline> R8 cell-mediated photoreceptor organization ; GO:0045470 | non-traceable author statement <newline> signal transduction ; GO:0007165 | inferred from sequence or structural similarity <newline> R7 cell fate commitment ; GO:0007465 | traceable author statement",integral component of plasma membrane ; GO:0005887 | inferred from direct assay <newline> integral component of membrane ; GO:0016021 | non-traceable author statement <newline> integral component of membrane ; GO:0016021 | inferred from sequence or structural similarity <newline> multivesicular body ; GO:0005771 | inferred from direct assay <newline> microvillus membrane ; GO:0031528 | inferred from direct assay,G-protein coupled receptor activity ; GO:0004930 | inferred from electronic annotation with InterPro:IPR017978 <newline> glutamate receptor activity ; GO:0008066 | inferred from biological aspect of ancestor with PANTHER:PTN001173581 <newline> transmembrane receptor protein tyrosine kinase activator activity ; GO:0030297 | inferred from direct assay <newline> transmembrane signaling receptor activity ; GO:0004888 | inferred from sequence or structural similarity <newline> receptor binding ; GO:0005102 | non-traceable author statement <newline> sevenless binding ; GO:0005118 | inferred from genetic interaction with sev inferred from physical interaction with sev <newline> G-protein coupled receptor activity ; GO:0004930 | inferred from sequence or structural similarity,3R,25966948,25961994,1,-,bride of sevenless,Mar-89,boss
FBgn0000244,FBgn0000244,CG9379,85D19-85D22,-,3- <newline> 3-48.7 <newline> 3-48 <newline> 3-46.1,-,-,SO0000010:protein_coding_gene,cytoskeletal anchoring at plasma membrane ; GO:0007016 | inferred from sequence or structural similarity <newline> apposition of dorsal and ventral imaginal disc-derived wing surfaces ; GO:0007475 | inferred from mutant phenotype <newline> imaginal disc-derived wing morphogenesis ; GO:0007476 | inferred from mutant phenotype <newline> imaginal disc-derived wing morphogenesis ; GO:0007476 | non-traceable author statement,focal adhesion ; GO:0005925 | inferred from direct assay <newline> focal adhesion ; GO:0005925 | inferred from sequence or structural similarity,actin binding ; GO:0003779 | inferred from sequence or structural similarity,3R,9533011,9528238,-1,-,blistery,Mar-48,by
FBgn0000251,FBgn0000251,CG1759,38E9-38E10,38E-38F; (determined by in situ hybridisation) <newline> 38E5-38E6; (determined by in situ hybridisation),2-54.1 <newline> 2-54,-,-,SO0000010:protein_coding_gene,"positive regulation of transcription from RNA polymerase II promoter ; GO:0045944 | inferred from mutant phenotype <newline> segment specification ; GO:0007379 | inferred from mutant phenotype <newline> hindgut morphogenesis ; GO:0007442 | traceable author statement <newline> positive regulation of cell proliferation ; GO:0008284 | inferred from direct assay <newline> anterior/posterior axis specification ; GO:0009948 | traceable author statement <newline> genital disc anterior/posterior pattern formation ; GO:0035224 | inferred from expression pattern <newline> analia development ; GO:0007487 | traceable author statement <newline> genital disc development ; GO:0035215 | inferred from mutant phenotype <newline> positive regulation of transcription, DNA-templated ; GO:0045893 | inferred from mutant phenotype <newline> gastrulation involving germ band extension ; GO:0010004 | inferred from mutant phenotype <newline> Malpighian tubule morphogenesis ; GO:0007443 | traceable author statement <newline> cell differentiation ; GO:0030154 | inferred from biological aspect of ancestor with PANTHER:PTN001216652 <newline> positive regulation of transcription from RNA polymerase II promoter ; GO:0045944 | inferred from direct assay <newline> blastoderm segmentation ; GO:0007350 | inferred from mutant phenotype <newline> germ-band extension ; GO:0007377 | inferred from mutant phenotype <newline> hindgut morphogenesis ; GO:0007442 | inferred from mutant phenotype <newline> positive regulation of antimicrobial peptide biosynthetic process ; GO:0002807 | inferred from direct assay <newline> animal organ morphogenesis ; GO:0009887 | inferred from biological aspect of ancestor with PANTHER:PTN001216652",nucleus ; GO:0005634 | inferred from direct assay <newline> cytoplasm ; GO:0005737 | inferred from direct assay,"transcription factor activity, sequence-specific DNA binding ; GO:0003700 | inferred from direct assay <newline> RNA polymerase II regulatory region sequence-specific DNA binding ; GO:0000977 | inferred from direct assay",2L,20783135,20770731,1,protein_binding_site FBsf0000159969 2L:20782445..20782566 bound_moiety=bcd-XP comment=bicoid binding region (BBR); position on reference sequence inferred by FlyBase curator based on mRNA coordinates reported in FBrf0086595. evidence=experimental <newline> regulatory_region FBsf0000435411 2L:20784669..20786306 evidence=Reporter construct (in vivo) <newline> regulatory_region FBsf0000436572 2L:20768245..20771058 evidence=Reporter construct (in vivo),caudal,Feb-54,cad
FBgn0000320,FBgn0000320,CG9554,26E1-26E2,26E-26F <newline> 26E-26E; (determined by in situ hybridisation),2-17 <newline> 2-21 <newline> 2-21.1,-,-,SO0000010:protein_coding_gene,"innate immune response ; GO:0045087 | inferred from genetic interaction with DNaseII <newline> positive regulation of DNA repair ; GO:0045739 | inferred from biological aspect of ancestor with PANTHER:PTN000022641 <newline> positive regulation of gene expression ; GO:0010628 | inferred from mutant phenotype <newline> gonad development ; GO:0008406 | inferred from mutant phenotype <newline> spermatogenesis ; GO:0007283 | inferred from mutant phenotype <newline> transcription, DNA-templated ; GO:0006351 | traceable author statement <newline> Bolwig's organ morphogenesis ; GO:0001746 | inferred from mutant phenotype <newline> protein dephosphorylation ; GO:0006470 | inferred from direct assay <newline> larval somatic muscle development ; GO:0007526 | inferred from mutant phenotype <newline> eye-antennal disc morphogenesis ; GO:0007455 | traceable author statement <newline> ventral cord development ; GO:0007419 | inferred from high throughput mutant phenotype <newline> eye-antennal disc morphogenesis ; GO:0007455 | inferred from mutant phenotype <newline> axon guidance ; GO:0007411 | inferred from genetic interaction with Abl <newline> negative regulation of extrinsic apoptotic signaling pathway in absence of ligand ; GO:2001240 | inferred from biological aspect of ancestor with PANTHER:PTN000022641 <newline> optic lobe placode formation ; GO:0001744 | inferred from mutant phenotype <newline> salivary gland morphogenesis ; GO:0007435 | inferred from mutant phenotype <newline> compound eye development ; GO:0048749 | inferred from mutant phenotype <newline> pole cell migration ; GO:0007280 | traceable author statement <newline> male gonad development ; GO:0008584 | inferred from mutant phenotype <newline> compound eye photoreceptor development ; GO:0042051 | inferred from mutant phenotype <newline> gonad development ; GO:0008406 | non-traceable author statement <newline> photoreceptor cell axon guidance ; GO:0072499 | inferred from mutant phenotype inferred from genetic interaction with Abl <newline> mesoderm development ; GO:0007498 | inferred from mutant phenotype <newline> positive regulation of transcription from RNA polymerase II promoter ; GO:0045944 | inferred from physical interaction with so <newline> ovarian follicle cell development ; GO:0030707 | inferred from mutant phenotype <newline> positive regulation of transcription from RNA polymerase II promoter ; GO:0045944 | inferred from mutant phenotype <newline> negative regulation of cell fate specification ; GO:0009996 | inferred from mutant phenotype <newline> compound eye cone cell differentiation ; GO:0042675 | inferred from mutant phenotype <newline> histone dephosphorylation ; GO:0016576 | inferred from biological aspect of ancestor with PANTHER:PTN000022641 <newline> response to light stimulus ; GO:0009416 | inferred from mutant phenotype <newline> pigment cell development ; GO:0070285 | inferred from mutant phenotype <newline> ventral cord development ; GO:0007419 | inferred from genetic interaction with Abl",nucleus ; GO:0005634 | inferred from direct assay <newline> cytosol ; GO:0005829 | inferred from direct assay,"protein tyrosine phosphatase activity, metal-dependent ; GO:0030946 | inferred from direct assay <newline> transcription factor binding ; GO:0008134 | inferred from physical interaction with so <newline> phosphoprotein phosphatase activity ; GO:0004721 | inferred from mutant phenotype <newline> protein tyrosine phosphatase activity ; GO:0004725 | inferred from direct assay <newline> RNA polymerase II transcription coactivator activity ; GO:0001105 | inferred from mutant phenotype",2L,6546976,6527447,-1,regulatory_region FBsf0000435602 2L:6530902..6531807 evidence=Reporter construct (in vivo) <newline> regulatory_region FBsf0000435741 2L:6547530..6547891 evidence=Reporter construct (in vivo),eyes absent,21-Feb,eya
FBgn0000346,FBgn0000346,CG1618,11E8-11E8,11D-11E <newline> 11D9-11E4 <newline> 87F12-88A3; (determined by in situ hybridisation),1-40.1 <newline> 1-42 <newline> 1-42.0,-,-,SO0000010:protein_coding_gene,SNARE complex disassembly ; GO:0035494 | inferred from direct assay <newline> autophagy ; GO:0006914 | inferred from mutant phenotype <newline> Golgi organization ; GO:0007030 | inferred from mutant phenotype <newline> neurotransmitter secretion ; GO:0007269 | non-traceable author statement <newline> regulation of neuromuscular synaptic transmission ; GO:1900073 | inferred from genetic interaction with Dysb <newline> synaptic vesicle priming ; GO:0016082 | non-traceable author statement <newline> regulation of short-term neuronal synaptic plasticity ; GO:0048172 | inferred from direct assay <newline> synaptic vesicle fusion to presynaptic active zone membrane ; GO:0031629 | inferred from mutant phenotype <newline> neuron cellular homeostasis ; GO:0070050 | inferred from mutant phenotype <newline> neuromuscular synaptic transmission ; GO:0007274 | inferred from expression pattern <newline> Golgi to lysosome transport ; GO:0090160 | inferred from mutant phenotype,synaptic vesicle ; GO:0008021 | colocalizes_with inferred from direct assay <newline> cytoplasm ; GO:0005737 | inferred from direct assay <newline> cytoplasm ; GO:0005737 | non-traceable author statement <newline> terminal bouton ; GO:0043195 | inferred from direct assay <newline> neuromuscular junction of somatic muscle ; GO:0098527 | inferred from direct assay,"ATP binding ; GO:0005524 | inferred from electronic annotation with InterPro:IPR003959, InterPro:IPR003960 <newline> ATPase activity ; GO:0016887 | traceable author statement",X,13262488,13259021,1,-,comatose,Jan-42,comt
FBgn0000351,FBgn0000351,CG11330,26F7-26F7,26F-27A <newline> 27A-27A,2-49 <newline> 2-21 <newline> 2-21.5,P{lacW}x16[k00230] <newline> P{lacW}Bsg[k14308] <newline> P{lacW}Acer[k07704] <newline> P{lacW}l(2)k06416[k06416] <newline> P{lacW}Pen[k06324] <newline> P{lacW}Fatp[k10307] <newline> P{PZ}CG30497[01482a] <newline> P{lacW}milt[k04704] <newline> P{lacW}crol[k05205] <newline> P{lacW}gel[k06338],Sos <newline> RpII33 <newline> NimC3 <newline> Su(H) <newline> Mtr4 <newline> mRpL4 <newline> cact <newline> crp <newline> glu <newline> P{lacW}CG11030[k06502] <newline> P{lacW}PDZ-GEF[k13720] <newline> CycE <newline> b <newline> P{lacW}Tango1[k14206] <newline> P{lacW}vkg[k07138] <newline> P{lacW}lid[k06801] <newline> l(2)k05627 <newline> l(2)k14209 <newline> l(2)k09033 <newline> l(2)k07245 <newline> l(2)k14817 <newline> rK(2)639 <newline> l(2)k00301 <newline> rk(2)364 <newline> l(2)k12004 <newline> kuz,SO0000010:protein_coding_gene,positive regulation of ubiquitin protein ligase activity ; GO:1904668 | inferred from mutant phenotype <newline> female meiotic nuclear division ; GO:0007143 | inferred from mutant phenotype <newline> anaphase-promoting complex-dependent catabolic process ; GO:0031145 | inferred from mutant phenotype <newline> homologous chromosome segregation ; GO:0045143 | traceable author statement <newline> female meiosis II ; GO:0007147 | inferred from mutant phenotype <newline> pole cell formation ; GO:0007279 | inferred from high throughput mutant phenotype <newline> female meiosis I ; GO:0007144 | inferred from genetic interaction with fzy <newline> cellularization ; GO:0007349 | inferred from high throughput mutant phenotype <newline> egg activation ; GO:0007343 | inferred from mutant phenotype <newline> positive regulation of anaphase-promoting complex-dependent catabolic process ; GO:1905786 | inferred from mutant phenotype,cytoplasm ; GO:0005737 | inferred from direct assay,ubiquitin-protein transferase activator activity ; GO:0097027 | inferred from electronic annotation with InterPro:IPR033010 <newline> anaphase-promoting complex binding ; GO:0010997 | inferred from physical interaction with Cdc27 inferred from physical interaction with Cdc16,2L,6676635,6674682,-1,protein_binding_site FBsf0000159968 2L:6676605..6676637 bound_moiety=grau-XP comment=grau protein is necessary for high-level activation of cort gene transcription. evidence=experimental,cortex,21-Feb,cort
FBgn0000370,FBgn0000370,CG8669,39C2-39C3,39C4-39C4; (determined by in situ hybridisation) <newline> 39C2-39C4; (determined by in situ hybridisation),2-55 +/- 1 <newline> 2-54 <newline> 2-54.5,-,-,SO0000010:protein_coding_gene,"response to starvation ; GO:0042594 | inferred from mutant phenotype <newline> molting cycle, chitin-based cuticle ; GO:0007591 | inferred from mutant phenotype <newline> positive regulation of transcription from RNA polymerase II promoter ; GO:0045944 | inferred from mutant phenotype <newline> triglyceride metabolic process ; GO:0006641 | inferred from mutant phenotype <newline> regulation of transcription, DNA-templated ; GO:0006355 | inferred from sequence or structural similarity with protein_id:CAA43723.1 <newline> trehalose metabolic process ; GO:0005991 | inferred from mutant phenotype <newline> pupation ; GO:0035074 | inferred from mutant phenotype <newline> PERK-mediated unfolded protein response ; GO:0036499 | inferred from genetic interaction with Dad1 <newline> metamorphosis ; GO:0007552 | inferred from mutant phenotype <newline> protein N-linked glycosylation ; GO:0006487 | inferred from mutant phenotype <newline> pupariation ; GO:0035073 | inferred from mutant phenotype <newline> positive regulation of JNK cascade ; GO:0046330 | inferred from mutant phenotype","nucleus ; GO:0005634 | inferred by curator from GO:0001105,GO:0045944 <newline> integral component of endoplasmic reticulum membrane ; GO:0030176 | inferred from direct assay","RNA polymerase II activating transcription factor binding ; GO:0001102 | inferred from physical interaction with EcR <newline> RNA polymerase II distal enhancer sequence-specific DNA binding ; GO:0000980 | inferred from mutant phenotype <newline> transcription factor activity, sequence-specific DNA binding ; GO:0003700 | inferred from sequence or structural similarity with protein_id:CAA43723.1 <newline> RNA polymerase II transcription coactivator activity ; GO:0001105 | inferred from mutant phenotype inferred from physical interaction with EcR",2L,21319527,21310866,1,-,cryptocephal,Feb-54,crc
FBgn0000392,FBgn0000392,CG11181,26F6-26F7,27B-27B <newline> 27A-27A; (determined by in situ hybridisation) <newline> 27B-27B; (determined by in situ hybridisation),2-23 <newline> 2-21 <newline> 2-21.5,-,-,SO0000010:protein_coding_gene,regulation of pole plasm oskar mRNA localization ; GO:0007317 | inferred from mutant phenotype <newline> oogenesis ; GO:0048477 | inferred from mutant phenotype <newline> negative regulation of oskar mRNA translation ; GO:0007319 | inferred from mutant phenotype <newline> regulation of synaptic growth at neuromuscular junction ; GO:0008582 | inferred from mutant phenotype <newline> oogenesis ; GO:0048477 | inferred from high throughput mutant phenotype <newline> dorsal/ventral pattern formation ; GO:0009953 | inferred from mutant phenotype <newline> negative regulation of translation ; GO:0017148 | inferred from physical interaction with eIF4E1 <newline> oocyte growth in germarium-derived egg chamber ; GO:0030715 | inferred from genetic interaction with UniProtKB:Q9V463 <newline> ovarian follicle cell migration ; GO:0007297 | inferred from high throughput mutant phenotype <newline> meiotic chromosome segregation ; GO:0045132 | inferred from direct assay <newline> negative regulation of translation ; GO:0017148 | inferred from mutant phenotype <newline> intracellular mRNA localization ; GO:0008298 | inferred from mutant phenotype <newline> female meiotic nuclear division ; GO:0007143 | inferred from genetic interaction with UniProtKB:P25724 <newline> negative regulation of oskar mRNA translation ; GO:0007319 | inferred from direct assay,cytosol ; GO:0005829 | inferred from high throughput direct assay <newline> P-body ; GO:0000932 | NOT inferred from direct assay <newline> cytoplasm ; GO:0005737 | inferred from direct assay <newline> nucleus ; GO:0005634 | inferred from direct assay <newline> P-body ; GO:0000932 | inferred from direct assay <newline> neuromuscular junction ; GO:0031594 | inferred from direct assay <newline> terminal bouton ; GO:0043195 | inferred from direct assay,translation regulator activity ; GO:0045182 | inferred from direct assay <newline> RNA binding ; GO:0003723 | inferred from direct assay <newline> protein binding ; GO:0005515 | inferred from physical interaction with UniProtKB:Q9V463,2L,6674780,6663664,1,-,cup,21-Feb,cup
FBgn0000394,FBgn0000394,CG12410,5A13-5A13,-,1-13.7 <newline> 1-12 <newline> 1-14.4,y <newline> P{EP}Actn[EP1193] <newline> P{EP}dnc[EP1395] <newline> P{EP}CG44774[EP425] <newline> P{EP}EP1400 <newline> P{EP}Tre1[EP496] <newline> P{EP}NO66[EP1316] <newline> P{EP}Fas2[EP1462] <newline> P{EP}EP365 <newline> l(1)CP9 <newline> l(1)adl2 <newline> l(1)adl3,sn <newline> P{EP}cv[EP1349] <newline> P{EP}CG32758[EP1368] <newline> P{EP}EP1405 <newline> P{EP}EP404 <newline> P{EP}CG42699[EP390] <newline> P{EP}Act5C[EP1604] <newline> P{EP}EP1457[EP1457] <newline> P{EP}CG5928[EP1083] <newline> P{EP}EP442 <newline> P{EP}EP1402 <newline> P{EP}EP912[EP912] <newline> P{EP}alpha-Man-Ia[EP556] <newline> P{EP}EP1321[EP1321] <newline> P{EP}EP1461 <newline> P{EP}IntS6[EP371] <newline> l(1)adl4 <newline> l(1)adl8 <newline> rapid-exhaustion <newline> l(1)adl9 <newline> l(1)CP7 <newline> l(1)adl13 <newline> l(1)adl7 <newline> l(1)adl16 <newline> l(1)adl1 <newline> l(1)CP8 <newline> l(1)adl15 <newline> l(1)adl6 <newline> l(1)adl10 <newline> l(1)adl12 <newline> l(1)adl14 <newline> l(1)adl11 <newline> l(1)adl5 <newline> sesE <newline> drd,SO0000010:protein_coding_gene,jump response ; GO:0007630 | inferred from mutant phenotype <newline> positive regulation of muscle organ development ; GO:0048636 | inferred from mutant phenotype,-,-,X,5693084,5690002,1,-,crossveinless,12-Jan,cv
FBgn0000426,FBgn0000426,CG16792,48E6-48E7,48E12-48F1; (determined by in situ hybridisation),2-66 <newline> 2-67.4,-,-,SO0000010:protein_coding_gene,"spliceosomal snRNP assembly ; GO:0000387 | inferred from electronic annotation with InterPro:IPR034100 <newline> mRNA splicing, via spliceosome ; GO:0000398 | inferred from biological aspect of ancestor with PANTHER:PTN000111530 <newline> mRNA splicing, via spliceosome ; GO:0000398 | inferred from sequence or structural similarity with SGD:S000006386 <newline> mRNA splicing, via spliceosome ; GO:0000398 | non-traceable author statement <newline> mRNA splicing, via spliceosome ; GO:0000398 | inferred by curator from GO:0071011,GO:0071013",small nucleolar ribonucleoprotein complex ; GO:0005732 | inferred from electronic annotation with InterPro:IPR016487 <newline> small nuclear ribonucleoprotein complex ; GO:0030532 | inferred from sequence or structural similarity with SGD:S000006386 <newline> U1 snRNP ; GO:0005685 | inferred from biological aspect of ancestor with PANTHER:PTN000111531 <newline> precatalytic spliceosome ; GO:0071011 | inferred from high throughput direct assay <newline> spliceosomal complex ; GO:0005681 | inferred from sequence or structural similarity with SGD:S000006386 <newline> small nuclear ribonucleoprotein complex ; GO:0030532 | non-traceable author statement <newline> catalytic step 2 spliceosome ; GO:0071013 | inferred from high throughput direct assay,RNA binding ; GO:0003723 | inferred from sequence or structural similarity with HGNC:11162 <newline> RNA binding ; GO:0003723 | inferred from biological aspect of ancestor with PANTHER:PTN000111529,2R,12184310,12183844,-1,-,Small ribonucleoprotein particle protein SmF,Feb-66,SmF
FBgn0000459,FBgn0000459,CG9908,14B3-14B3,14B3-14B4; (determined by in situ hybridisation),1-53.1 <newline> 1-53 <newline> 1-54.3,-,-,SO0000010:protein_coding_gene,"photoreceptor cell maintenance ; GO:0045494 | non-traceable author statement <newline> positive regulation of transcription, DNA-templated ; GO:0045893 | inferred from mutant phenotype <newline> brain development ; GO:0007420 | inferred from mutant phenotype <newline> leg disc proximal/distal pattern formation ; GO:0007479 | inferred from mutant phenotype <newline> circadian rhythm ; GO:0007623 | non-traceable author statement <newline> locomotor rhythm ; GO:0045475 | inferred from mutant phenotype <newline> eclosion rhythm ; GO:0008062 | inferred from mutant phenotype <newline> regulation of gene expression ; GO:0010468 | inferred from mutant phenotype <newline> antennal development ; GO:0007469 | inferred from mutant phenotype <newline> positive regulation of transcription from RNA polymerase II promoter ; GO:0045944 | inferred from direct assay",nucleus ; GO:0005634 | inferred from direct assay,DNA binding ; GO:0003677 | inferred from direct assay <newline> enhancer sequence-specific DNA binding ; GO:0001158 | inferred from direct assay,X,16216750,16210598,-1,-,disconnected,Jan-53,disco
