#SUBMITTED ID,FBID_KEY,ANNOTATION_SYMBOL,CYTOGENETIC_MAP,EXPERIMENTAL_CYTOLOGY,EXPERIMENTAL_RECOMBINATION_DATA,EXPERIMENTAL_RECOMBINATION_LEFT_OF,EXPERIMENTAL_RECOMBINATION_NOTE,EXPERIMENTAL_RECOMBINATION_RIGHT_OF,FEATURE_TYPE,GO_BIOLOGICAL_PROCESS,GO_CELLULAR_COMPONENT,GO_MOLECULAR_FUNCTION,LOCATION_ARM,LOCATION_MAX,LOCATION_MIN,LOCATION_STRAND,MAPPED_FEATURES_MUTATIONS,NAME,RECOMBINATION_MAP,SYMBOL
FBgn0043841,FBgn0043841,CG31764,33E3-33E4,-,2-46 <newline> 2-40.9,-,-,-,SO0000010:protein_coding_gene,defense response to virus ; GO:0051607 | inferred from expression pattern,-,-,2L,12423439,12403270,-1,-,virus-induced RNA 1,Feb-46,vir-1
FBgn0044011,FBgn0044011,CG1859,42F3-42F3,-,2-55 <newline> 2-56.3,-,-,-,SO0000010:protein_coding_gene,-,extracellular space ; GO:0005615 | inferred from sequence model <newline> extracellular space ; GO:0005615 | inferred from biological aspect of ancestor with PANTHER:PTN000156122,serine-type endopeptidase inhibitor activity ; GO:0004867 | NOT inferred from key residues,2R,7155424,7153738,-1,-,Serpin 43Ad,Feb-55,Spn43Ad
FBgn0050031,FBgn0050031,CG30031,47F4-47F4,-,2-64 <newline> 2-64.2,-,-,-,SO0000010:protein_coding_gene,"proteolysis ; GO:0006508 | inferred from electronic annotation with InterPro:IPR001254, InterPro:IPR001314, InterPro:IPR018114 <newline> proteolysis ; GO:0006508 | inferred from sequence model",-,"serine-type endopeptidase activity ; GO:0004252 | inferred from electronic annotation with InterPro:IPR001254, InterPro:IPR001314, InterPro:IPR018114 <newline> serine-type endopeptidase activity ; GO:0004252 | inferred from sequence model",2R,11351621,11350811,1,-,-,Feb-64,CG30031
FBgn0050273,FBgn0050273,CG30273,58F4-58F6,-,2-100 <newline> 2-105.5,-,-,-,SO0000010:protein_coding_gene,biological_process ; GO:0008150 | no biological data available,cellular_component ; GO:0005575 | no biological data available,molecular_function ; GO:0003674 | no biological data available,2R,22668848,22667155,1,-,-,2-100,CG30273
FBgn0050281,FBgn0050281,CG30281,58B9-58B9,-,2-98 <newline> 2-103.8,-,-,-,SO0000010:protein_coding_gene,G-protein coupled receptor signaling pathway ; GO:0007186 | inferred from sequence or structural similarity with HGNC:3623,membrane ; GO:0016020 | inferred from sequence or structural similarity with HGNC:25922,G-protein coupled receptor binding ; GO:0001664 | inferred from sequence or structural similarity with HGNC:3623 <newline> chitin binding ; GO:0008061 | inferred from sequence or structural similarity with HGNC:25922,2R,22116189,22114997,1,-,-,Feb-98,CG30281
FBgn0051091,FBgn0051091,CG31091,96F7-96F7,-,3-89 <newline> 3-87.1,-,-,-,SO0000010:protein_coding_gene,lipid metabolic process ; GO:0006629 | inferred from electronic annotation with InterPro:IPR006693,-,"hydrolase activity, acting on ester bonds ; GO:0016788 | inferred from electronic annotation with InterPro:IPR025483",3R,25902172,25899903,1,-,-,Mar-89,CG31091
FBgn0051323,FBgn0051323,CG31323,97A2-97A4,-,3-90 <newline> 3-87.5,-,-,-,SO0000010:protein_coding_gene,-,-,-,3R,26187307,26170847,1,-,-,Mar-90,CG31323
FBgn0051664,FBgn0051664,CG31664,22B3-22B3,-,2-3 <newline> 2-3.2,-,-,-,SO0000010:protein_coding_gene,-,-,-,2L,1826500,1824172,-1,-,-,3-Feb,CG31664
FBgn0051864,FBgn0051864,CG31864,33B5-33B5,-,2-45 <newline> 2-39.0,-,-,-,SO0000010:protein_coding_gene,[2Fe-2S] cluster assembly ; GO:0044571 | inferred from electronic annotation with InterPro:IPR010240,-,pyridoxal phosphate binding ; GO:0030170 | inferred from electronic annotation with InterPro:IPR010240 <newline> cysteine desulfurase activity ; GO:0031071 | inferred from electronic annotation with InterPro:IPR010240,2L,11996723,11995740,1,-,Quetzalcoatl,Feb-45,Qtzl
FBgn0052115,FBgn0052115,CG32115,69F1-69F1,-,3-39 <newline> 3-33.8,-,-,-,SO0000010:protein_coding_gene,biological_process ; GO:0008150 | no biological data available,cellular_component ; GO:0005575 | no biological data available,molecular_function ; GO:0003674 | no biological data available,3L,12913646,12912027,-1,-,-,Mar-39,CG32115
FBgn0052283,FBgn0052283,CG32283,63D1-63D1,-,3-8 <newline> 3-6.7,-,-,-,SO0000010:protein_coding_gene,defense response to fungus ; GO:0050832 | inferred from sequence or structural similarity with Drs <newline> defense response to fungus ; GO:0050832 | inferred from direct assay,extracellular region ; GO:0005576 | inferred from sequence or structural similarity with Drs inferred from sequence model,molecular_function ; GO:0003674 | no biological data available,3L,3315355,3314996,1,-,Drosomycin-like 3,8-Mar,Drsl3
FBgn0052368,FBgn0052368,CG32368,66A19-66A19,-,3-21 <newline> 3-18.4,-,-,-,SO0000010:protein_coding_gene,biological_process ; GO:0008150 | no biological data available,cellular_component ; GO:0005575 | no biological data available,molecular_function ; GO:0003674 | no biological data available,3L,7915846,7915437,1,-,-,21-Mar,CG32368
FBgn0052438,FBgn0052438,CG32438,78D6-78D7,-,3-47 <newline> 3-43.8,-,-,-,SO0000010:protein_coding_gene,double-strand break repair via homologous recombination ; GO:0000724 | inferred from electronic annotation with InterPro:IPR027131 <newline> sister chromatid cohesion ; GO:0007062 | inferred from electronic annotation with InterPro:IPR027131 <newline> DNA repair ; GO:0006281 | inferred from sequence or structural similarity with SGD:S000005394 <newline> cellular response to DNA damage stimulus ; GO:0006974 | inferred from mutant phenotype <newline> response to caffeine ; GO:0031000 | inferred from mutant phenotype,Smc5-Smc6 complex ; GO:0030915 | inferred from sequence or structural similarity with SGD:S000005394 <newline> nucleus ; GO:0005634 | inferred from sequence or structural similarity with SGD:S000005394,ATPase activity ; GO:0016887 | inferred from sequence or structural similarity with SGD:S000005394 <newline> damaged DNA binding ; GO:0003684 | inferred from sequence or structural similarity with SGD:S000005394 <newline> SUMO transferase activity ; GO:0019789 | contributes_to inferred from sequence or structural similarity with SGD:S000005394,3L,21573523,21569176,1,-,Structural maintenance of chromosomes 5,Mar-47,SMC5
FBgn0052633,FBgn0052633,CG32633,12A4-12A4,-,1-44 <newline> 1-43.4,-,-,-,SO0000010:protein_coding_gene,-,-,-,X,13563359,13561671,1,-,-,Jan-44,CG32633
FBgn0053094,FBgn0053094,CG33094,93A1-93A2,92E-93A,3-69 <newline> 3-73.0,-,-,-,SO0000010:protein_coding_gene,synaptic vesicle endocytosis ; GO:0048488 | non-traceable author statement <newline> membrane organization ; GO:0061024 | inferred from direct assay <newline> positive regulation of synaptic growth at neuromuscular junction ; GO:0045887 | inferred from mutant phenotype <newline> cleavage furrow ingression ; GO:0036090 | inferred from mutant phenotype <newline> male meiosis cytokinesis ; GO:0007112 | inferred from mutant phenotype <newline> spindle assembly involved in male meiosis ; GO:0007053 | inferred from mutant phenotype <newline> neurotransmitter secretion ; GO:0007269 | non-traceable author statement <newline> mitotic cytokinesis ; GO:0000281 | inferred from mutant phenotype <newline> regulation of endocytosis ; GO:0030100 | inferred from biological aspect of ancestor with PANTHER:PTN000860688,postsynaptic membrane ; GO:0045211 | inferred from direct assay <newline> subsynaptic reticulum ; GO:0071212 | inferred from direct assay <newline> plasma membrane ; GO:0005886 | inferred from direct assay <newline> endosome ; GO:0005768 | inferred from biological aspect of ancestor with PANTHER:PTN000860688 <newline> cleavage furrow ; GO:0032154 | inferred from direct assay <newline> midbody ; GO:0030496 | inferred from direct assay,protein binding ; GO:0005515 | inferred from physical interaction with scra <newline> phospholipid binding ; GO:0005543 | inferred from sequence model <newline> lipid binding ; GO:0008289 | inferred from direct assay,3R,20840118,20832799,1,-,Syndapin,Mar-69,Synd
FBgn0053126,FBgn0053126,CG33126,22A1-22A1,-,2-3 <newline> 2-2.2,-,-,-,SO0000010:protein_coding_gene,determination of adult lifespan ; GO:0008340 | inferred from mutant phenotype <newline> triglyceride homeostasis ; GO:0070328 | inferred from mutant phenotype <newline> multicellular organism reproduction ; GO:0032504 | inferred from high throughput expression pattern <newline> carbohydrate homeostasis ; GO:0033500 | inferred from mutant phenotype <newline> response to oxidative stress ; GO:0006979 | inferred from mutant phenotype,extracellular space ; GO:0005615 | inferred from direct assay <newline> extracellular space ; GO:0005615 | inferred from high throughput direct assay,pigment binding ; GO:0031409 | inferred from electronic annotation with InterPro:IPR003057,2L,1361821,1359837,-1,-,Neural Lazarillo,3-Feb,NLaz
FBgn0053346,FBgn0053346,CG33346,98E1-98E1,-,3-97 <newline> 3-93.8,-,-,-,SO0000010:protein_coding_gene,apoptotic DNA fragmentation ; GO:0006309 | inferred from biological aspect of ancestor with PANTHER:PTN000359601,-,"hydrolase activity ; GO:0016787 | inferred from electronic annotation with InterPro:IPR001604, InterPro:IPR018524, InterPro:IPR020821 <newline> nucleic acid binding ; GO:0003676 | inferred from electronic annotation with InterPro:IPR001604, InterPro:IPR018524, InterPro:IPR020821 <newline> metal ion binding ; GO:0046872 | inferred from electronic annotation with InterPro:IPR001604, InterPro:IPR018524, InterPro:IPR020821",3R,28670452,28669233,1,-,-,Mar-97,CG33346
FBgn0053523,FBgn0053523,CG33523,64F5-65A1,-,3-15 <newline> 3-14.2,-,-,-,SO0000010:protein_coding_gene,-,endomembrane system ; GO:0012505 | inferred from high throughput direct assay,-,3L,5930120,5923862,1,-,-,15-Mar,CG33523
FBgn0054005,FBgn0054005,CG34005,55B2-55B2,-,2-84 <newline> 2-88.4,-,-,-,SO0000010:protein_coding_gene,-,-,-,2R,18048909,18048108,1,-,-,Feb-84,CG34005
FBgn0054026,FBgn0054026,CG34026,8E7-8E7,-,1-28 <newline> 1-30.3,-,-,-,SO0000010:protein_coding_gene,biological_process ; GO:0008150 | no biological data available,cellular_component ; GO:0005575 | no biological data available,molecular_function ; GO:0003674 | no biological data available,X,9534625,9533818,1,-,-,28-Jan,CG34026
FBgn0065032,FBgn0065032,CG8936,15E3-15E3,-,1-57 <newline> 1-57.3,-,-,-,SO0000010:protein_coding_gene,Arp2/3 complex-mediated actin nucleation ; GO:0034314 | inferred from sequence or structural similarity with HGNC:706,Arp2/3 protein complex ; GO:0005885 | inferred from sequence or structural similarity with HGNC:706,actin binding ; GO:0003779 | inferred from sequence or structural similarity <newline> structural constituent of cytoskeleton ; GO:0005200 | inferred from sequence or structural similarity with HGNC:706,X,17105852,17104571,-1,-,"Actin-related protein 2/3 complex, subunit 3B",Jan-57,Arpc3B
FBgn0083972,FBgn0083972,CG34136,39A1-39A1,-,2-54 <newline> 2-54.5,-,-,-,SO0000010:protein_coding_gene,-,-,-,2L,21098932,21096922,1,-,-,Feb-54,CG34136
FBgn0085201,FBgn0085201,CG34172,22D1-22D1,-,2-5 <newline> 2-4.2,-,-,-,SO0000010:protein_coding_gene,-,mitochondrial respiratory chain ; GO:0005746 | inferred from electronic annotation with InterPro:IPR003177,cytochrome-c oxidase activity ; GO:0004129 | inferred from electronic annotation with InterPro:IPR003177,2L,2197912,2192525,-1,-,-,5-Feb,CG34172
FBgn0085220,FBgn0085220,CG34191,53E2-53E2,-,2-81 <newline> 2-84.8,-,-,-,SO0000010:protein_coding_gene,response to endoplasmic reticulum stress ; GO:0034976 | inferred from sequence or structural similarity with HGNC:20597 <newline> protein K69-linked ufmylation ; GO:1990592 | inferred from biological aspect of ancestor with PANTHER:PTN000406181,nucleus ; GO:0005634 | inferred from biological aspect of ancestor with PANTHER:PTN000406181 <newline> nucleus ; GO:0005634 | inferred from sequence or structural similarity with HGNC:20597 <newline> cytoplasm ; GO:0005737 | inferred from biological aspect of ancestor with PANTHER:PTN000406181 <newline> cytoplasm ; GO:0005737 | inferred from sequence or structural similarity with HGNC:20597,molecular_function ; GO:0003674 | no biological data available,2R,16952581,16951837,1,-,Ubiquitin-fold modifier 1,Feb-81,Ufm1
FBgn0085227,FBgn0085227,CG34198,56E1-56E1,-,2-90 <newline> 2-95.0,-,-,-,SO0000010:protein_coding_gene,-,-,-,2R,19682977,19682446,-1,-,-,Feb-90,CG34198
FBgn0085232,FBgn0085232,CG34203,57D6-57D7,-,2-94 <newline> 2-101.0,-,-,-,SO0000010:protein_coding_gene,biological_process ; GO:0008150 | no biological data available,cellular_component ; GO:0005575 | no biological data available,molecular_function ; GO:0003674 | no biological data available,2R,21281656,21281063,-1,-,-,Feb-94,CG34203
FBgn0085265,FBgn0085265,CG34236,50B5-50B5,-,2-68 <newline> 2-72.5,-,-,-,SO0000010:protein_coding_gene,biological_process ; GO:0008150 | no biological data available,cellular_component ; GO:0005575 | no biological data available,molecular_function ; GO:0003674 | no biological data available,2R,13605655,13604495,-1,-,-,Feb-68,CG34236
FBgn0085345,FBgn0085345,CG34316,88E3-88E3,-,3-56 <newline> 3-55.8,-,-,-,SO0000010:protein_coding_gene,circadian rhythm ; GO:0007623 | inferred from biological aspect of ancestor with PANTHER:PTN001663160 <newline> multicellular organism reproduction ; GO:0032504 | inferred from biological aspect of ancestor with PANTHER:PTN001663160,extracellular space ; GO:0005615 | inferred from biological aspect of ancestor with PANTHER:PTN001663160,-,3R,15231686,15230585,1,-,-,Mar-56,CG34316
FBgn0086359,FBgn0086359,CG3953,85F14-85F15,85F14-85F15; Limits computationally determined from genome sequence between P{EP}Fmr1[EP3517]&P{PZ}tws[02414] and P{PZ}jumu[06439]&P{lacW}l(3)j8B6[j8B6] <newline> 85F10-85F16,3-49.0 <newline> 3-49 <newline> 3-46.6,-,-,-,SO0000010:protein_coding_gene,cell adhesion ; GO:0007155 | inferred from electronic annotation with InterPro:IPR001577 <newline> proteolysis ; GO:0006508 | inferred from electronic annotation with InterPro:IPR001577 <newline> regulation of choline O-acetyltransferase activity ; GO:1902769 | inferred from direct assay <newline> mitotic spindle organization ; GO:0007052 | inferred from mutant phenotype <newline> lipid storage ; GO:0019915 | inferred from mutant phenotype <newline> imaginal disc development ; GO:0007444 | inferred from mutant phenotype <newline> brain development ; GO:0007420 | inferred from mutant phenotype <newline> positive regulation of mitotic metaphase/anaphase transition ; GO:0045842 | inferred from mutant phenotype <newline> electron transport chain ; GO:0022900 | inferred from direct assay <newline> mitotic chromosome condensation ; GO:0007076 | inferred from mutant phenotype <newline> chromatin remodeling ; GO:0006338 | inferred from mutant phenotype <newline> centrosome duplication ; GO:0051298 | inferred from mutant phenotype <newline> mitotic centrosome separation ; GO:0007100 | inferred from mutant phenotype <newline> gonad development ; GO:0008406 | inferred from mutant phenotype <newline> germ cell migration ; GO:0008354 | inferred from mutant phenotype,membrane ; GO:0016020 | inferred from electronic annotation with InterPro:IPR001577 <newline> cell leading edge ; GO:0031252 | inferred from sequence or structural similarity with UniProtKB:Q96KR4 <newline> cytoplasm ; GO:0005737 | inferred from direct assay,metalloendopeptidase activity ; GO:0004222 | inferred from electronic annotation with InterPro:IPR001577 <newline> peptidase activity ; GO:0008233 | inferred from direct assay,3R,10159134,10144668,1,-,Invadolysin,Mar-49,Invadolysin
FBgn0250791,FBgn0250791,CG6625,77A1-77B3,77B-77B <newline> 77B1-77B4,3- <newline> 3-47 <newline> 3-43.6,-,-,-,SO0000010:protein_coding_gene,chemical synaptic transmission ; GO:0007268 | inferred from mutant phenotype <newline> compound eye morphogenesis ; GO:0001745 | inferred from mutant phenotype <newline> mitotic cytokinesis ; GO:0000281 | inferred from mutant phenotype <newline> protein homooligomerization ; GO:0051260 | inferred from direct assay <newline> intra-Golgi vesicle-mediated transport ; GO:0006891 | inferred from mutant phenotype <newline> synaptic vesicle priming ; GO:0016082 | non-traceable author statement <newline> neuromuscular synaptic transmission ; GO:0007274 | inferred from expression pattern <newline> protein hexamerization ; GO:0034214 | inferred from direct assay <newline> neurotransmitter secretion ; GO:0007269 | non-traceable author statement <newline> intracellular protein transport ; GO:0006886 | inferred from mutant phenotype <newline> imaginal disc-derived wing expansion ; GO:0048526 | inferred from mutant phenotype <newline> SNARE complex disassembly ; GO:0035494 | inferred from direct assay <newline> synaptic vesicle fusion to presynaptic active zone membrane ; GO:0031629 | inferred from direct assay,cytoplasm ; GO:0005737 | inferred from direct assay <newline> membrane ; GO:0016020 | inferred from direct assay <newline> vacuolar membrane ; GO:0005774 | inferred from biological aspect of ancestor with PANTHER:PTN000349241 <newline> terminal bouton ; GO:0043195 | inferred from direct assay <newline> cytoplasmic vesicle ; GO:0031410 | inferred from direct assay <newline> axon terminus ; GO:0043679 | inferred from direct assay,"soluble NSF attachment protein activity ; GO:0005483 | inferred from direct assay <newline> soluble NSF attachment protein activity ; GO:0005483 | inferred from physical interaction with Syx5, Syx1A, Syx16 <newline> ATPase activator activity ; GO:0001671 | inferred from sequence or structural similarity with SGD:S000000146 <newline> syntaxin binding ; GO:0019905 | inferred from biological aspect of ancestor with PANTHER:PTN000349241 <newline> soluble NSF attachment protein activity ; GO:0005483 | non-traceable author statement <newline> SNARE binding ; GO:0000149 | inferred from physical interaction with Syx5 <newline> SNARE binding ; GO:0000149 | inferred from physical interaction with Syx5, Syx1A, Syx16",3L,20316577,20313632,1,-,alpha Soluble NSF attachment protein,Mar-47,alphaSnap
FBgn0259682,FBgn0259682,CG42351,55F1-55F1,-,2-86 <newline> 2-91.3,-,-,-,SO0000010:protein_coding_gene,biological_process ; GO:0008150 | no biological data available,plasma membrane ; GO:0005886 | inferred from high throughput direct assay <newline> lipid droplet ; GO:0005811 | inferred from direct assay,molecular_function ; GO:0003674 | no biological data available,2R,18761082,18757074,-1,-,Jabba,Feb-86,Jabba
FBgn0259716,FBgn0259716,CG42370,26C4-26D1,-,2-19 <newline> 2-20.4,-,-,-,SO0000010:protein_coding_gene,"proteolysis ; GO:0006508 | inferred from electronic annotation with InterPro:IPR000718, InterPro:IPR008753, InterPro:IPR018497",cellular_component ; GO:0005575 | no biological data available,"metalloendopeptidase activity ; GO:0004222 | inferred from electronic annotation with InterPro:IPR000718, InterPro:IPR018497",2L,6385512,6383435,-1,-,-,19-Feb,CG42370
FBgn0259748,FBgn0259748,CG42397,68E4-68E4,-,3-37 <newline> 3-30.4,-,-,-,SO0000010:protein_coding_gene,chitin metabolic process ; GO:0006030 | inferred from electronic annotation with InterPro:IPR002557,extracellular region ; GO:0005576 | inferred from electronic annotation with InterPro:IPR002557,chitin binding ; GO:0008061 | inferred from electronic annotation with InterPro:IPR002557,3L,11973790,11973085,-1,-,-,Mar-37,CG42397
FBgn0260398,FBgn0260398,CG42515,44B3-44B3,-,2-58 <newline> 2-57.4,-,-,-,SO0000010:protein_coding_gene,"snRNA transcription from RNA polymerase II promoter ; GO:0042795 | inferred by curator from GO:0000978,GO:0019185 <newline> transcription from RNA polymerase III promoter ; GO:0006383 | inferred by curator from GO:0001006,GO:0019185 <newline> snRNA transcription from RNA polymerase II promoter ; GO:0042795 | inferred from direct assay <newline> protein-DNA complex assembly ; GO:0065004 | inferred from direct assay <newline> snRNA transcription from RNA polymerase III promoter ; GO:0042796 | inferred from direct assay",snRNA-activating protein complex ; GO:0019185 | inferred from physical interaction with Pbp95 <newline> snRNA-activating protein complex ; GO:0019185 | inferred from direct assay,"RNA polymerase II core promoter proximal region sequence-specific DNA binding ; GO:0000978 | inferred from direct assay <newline> protein binding ; GO:0005515 | inferred from physical interaction with Pbp95 <newline> sequence-specific DNA binding ; GO:0043565 | inferred from direct assay <newline> transcription factor activity, sequence-specific DNA binding, RNA polymerase recruiting ; GO:0001011 | inferred from direct assay <newline> DNA binding ; GO:0003677 | inferred from direct assay <newline> RNA polymerase III type 3 promoter sequence-specific DNA binding ; GO:0001006 | inferred from direct assay <newline> bent DNA binding ; GO:0003681 | inferred from direct assay <newline> RNA polymerase II core promoter proximal region sequence-specific DNA binding ; GO:0000978 | contributes_to inferred from direct assay",2R,8131323,8129354,-1,-,PSEA-binding protein 49kD,Feb-58,Pbp49
FBgn0260635,FBgn0260635,CG12284,72D1-72D5,72D-72D <newline> 72D1-72D2; (determined by in situ hybridisation) <newline> 72B-72B; (determined by in situ hybridisation) <newline> 72D1-72D2,3- <newline> 3-43.2 <newline> 3-44 <newline> 3-38.2,Idh <newline> Rst(3)amd,-,Pgm,SO0000010:protein_coding_gene,spermatid nucleus differentiation ; GO:0007289 | inferred from mutant phenotype <newline> spermatogenesis ; GO:0007283 | inferred from mutant phenotype <newline> negative regulation of apoptotic process ; GO:0043066 | inferred from mutant phenotype <newline> positive regulation of canonical Wnt signaling pathway ; GO:0090263 | inferred from mutant phenotype <newline> inhibition of cysteine-type endopeptidase activity involved in apoptotic process ; GO:1990001 | inferred from mutant phenotype <newline> negative regulation of cysteine-type endopeptidase activity involved in apoptotic process ; GO:0043154 | inferred from mutant phenotype inferred from genetic interaction with Dcp-1 inferred from genetic interaction with Drice <newline> apoptotic process ; GO:0006915 | traceable author statement <newline> inhibition of cysteine-type endopeptidase activity ; GO:0097340 | inferred from direct assay <newline> sensory organ precursor cell division ; GO:0045035 | inferred from genetic interaction with IKKε <newline> negative regulation of cysteine-type endopeptidase activity involved in apoptotic process ; GO:0043154 | inferred from direct assay <newline> negative regulation of cysteine-type endopeptidase activity involved in apoptotic process ; GO:0043154 | traceable author statement <newline> negative regulation of apoptotic process ; GO:0043066 | traceable author statement <newline> chaeta development ; GO:0022416 | inferred from mutant phenotype <newline> protein K48-linked ubiquitination ; GO:0070936 | inferred from mutant phenotype <newline> apoptotic process ; GO:0006915 | inferred from physical interaction with hid inferred from physical interaction with rpr <newline> positive regulation of protein ubiquitination ; GO:0031398 | inferred from direct assay <newline> germ cell migration ; GO:0008354 | traceable author statement <newline> border follicle cell migration ; GO:0007298 | inferred from mutant phenotype inferred from genetic interaction with Rac1 <newline> protein autoubiquitination ; GO:0051865 | inferred from direct assay <newline> apoptotic process ; GO:0006915 | non-traceable author statement <newline> antennal morphogenesis ; GO:0048800 | inferred from mutant phenotype <newline> border follicle cell migration ; GO:0007298 | inferred from mutant phenotype <newline> multicellular organism development ; GO:0007275 | traceable author statement <newline> negative regulation of compound eye retinal cell programmed cell death ; GO:0046673 | inferred from mutant phenotype <newline> protein neddylation ; GO:0045116 | inferred from direct assay <newline> negative regulation of apoptotic process ; GO:0043066 | inferred from direct assay <newline> ubiquitin-dependent protein catabolic process ; GO:0006511 | traceable author statement <newline> negative regulation of cysteine-type endopeptidase activity involved in apoptotic process ; GO:0043154 | inferred from genetic interaction with Drice inferred from genetic interaction with Dronc inferred from genetic interaction with Dark <newline> negative regulation of cysteine-type endopeptidase activity involved in execution phase of apoptosis ; GO:2001271 | inferred from direct assay <newline> protein polyubiquitination ; GO:0000209 | inferred from direct assay <newline> negative regulation of apoptotic process ; GO:0043066 | inferred from genetic interaction with hid inferred from genetic interaction with rpr,nucleus ; GO:0005634 | inferred from direct assay <newline> cytoplasm ; GO:0005737 | inferred from direct assay,protein binding ; GO:0005515 | inferred from physical interaction with IKKε <newline> caspase binding ; GO:0089720 | inferred from physical interaction with Dcp-1 inferred from physical interaction with Drice <newline> ubiquitin protein ligase activity ; GO:0061630 | inferred from direct assay <newline> ubiquitin protein ligase binding ; GO:0031625 | inferred from physical interaction with Diap2 <newline> ubiquitin-specific protease binding ; GO:1990381 | inferred from physical interaction with DUBAI <newline> protein binding ; GO:0005515 | inferred from physical interaction with hid inferred from physical interaction with rpr <newline> protein binding ; GO:0005515 | inferred from physical interaction with hid inferred from physical interaction with Dcp-1 <newline> NEDD8 ligase activity ; GO:0061663 | inferred from direct assay <newline> protein binding ; GO:0005515 | inferred from physical interaction with UniProtKB:Q9VFJ3 <newline> cysteine-type endopeptidase inhibitor activity involved in apoptotic process ; GO:0043027 | inferred from direct assay <newline> ubiquitin conjugating enzyme binding ; GO:0031624 | inferred from physical interaction with eff <newline> ubiquitin-protein transferase activity ; GO:0004842 | traceable author statement <newline> zinc ion binding ; GO:0008270 | inferred from sequence model <newline> protein binding ; GO:0005515 | inferred from physical interaction with Jafrac2 <newline> cysteine-type endopeptidase inhibitor activity ; GO:0004869 | inferred from direct assay <newline> ubiquitin-like protein conjugating enzyme binding ; GO:0044390 | inferred from physical interaction with UbcE2M,3L,16051034,16038410,-1,regulatory_region FBsf0000435557 3L:16043509..16044513 evidence=Reporter construct (in vivo),Death-associated inhibitor of apoptosis 1,Mar-44,Diap1
FBgn0260747,FBgn0260747,CG5010,15D6-15D6,15E-15E,1- <newline> 1-57 <newline> 1-57.4,-,-,-,SO0000010:protein_coding_gene,mitochondrion organization ; GO:0007005 | inferred from biological aspect of ancestor with PANTHER:PTN000338319,nucleoplasm ; GO:0005654 | inferred from high throughput direct assay <newline> cytosol ; GO:0005829 | inferred from high throughput direct assay <newline> mitochondrion ; GO:0005739 | inferred from biological aspect of ancestor with PANTHER:PTN000338319,-,X,17150647,17149001,1,-,Coiled-coil-helix-coiled-coil-helix domain containing 2,Jan-57,Chchd2
FBgn0261508,FBgn0261508,CG42656,84D9-84D9,-,3-48 <newline> 3-44.3,-,-,-,SO0000010:protein_coding_gene,biological_process ; GO:0008150 | no biological data available,cellular_component ; GO:0005575 | no biological data available,molecular_function ; GO:0003674 | no biological data available,3R,7493271,7492961,-1,-,-,Mar-48,CG42656
FBgn0261681,FBgn0261681,CG42728,71D4-71E1,-,3-43 <newline> 3-37.2,-,-,-,SO0000010:protein_coding_gene,chitin metabolic process ; GO:0006030 | inferred from electronic annotation with InterPro:IPR002557,extracellular region ; GO:0005576 | inferred from electronic annotation with InterPro:IPR002557,chitin binding ; GO:0008061 | inferred from electronic annotation with InterPro:IPR002557,3L,15528196,15527620,-1,-,-,Mar-43,CG42728
FBgn0261988,FBgn0261988,CG17998,100C3-100C4,100C3-100C5 <newline> 100C-100C; (determined by in situ hybridisation) <newline> 100C-89E <newline> 100C3-100C5; (determined by in situ hybridisation),3-102 <newline> 3-99.1,-,-,-,SO0000010:protein_coding_gene,protein phosphorylation ; GO:0006468 | inferred from mutant phenotype <newline> regulation of Toll signaling pathway ; GO:0008592 | inferred from genetic interaction with Tl <newline> imaginal disc-derived wing vein specification ; GO:0007474 | inferred from mutant phenotype <newline> negative regulation of smoothened signaling pathway ; GO:0045879 | inferred from genetic interaction with fu inferred from genetic interaction with smo inferred from genetic interaction with ptc inferred from genetic interaction with Su(fu) <newline> smoothened signaling pathway ; GO:0007224 | inferred from mutant phenotype <newline> apical constriction involved in gastrulation ; GO:0003384 | inferred from mutant phenotype <newline> regulation of smoothened signaling pathway ; GO:0008589 | inferred from direct assay <newline> protein phosphorylation ; GO:0006468 | non-traceable author statement <newline> positive regulation of cAMP-mediated signaling ; GO:0043950 | inferred from genetic interaction with Gαi inferred from genetic interaction with Gαs <newline> defense response to Gram-positive bacterium ; GO:0050830 | inferred from mutant phenotype <newline> regulation of antimicrobial peptide biosynthetic process ; GO:0002805 | inferred from mutant phenotype <newline> oocyte morphogenesis ; GO:0048601 | inferred from mutant phenotype,plasma membrane ; GO:0005886 | inferred from direct assay <newline> cytoplasm ; GO:0005737 | inferred from direct assay <newline> plasma membrane ; GO:0005886 | inferred from high throughput direct assay,"ATP binding ; GO:0005524 | inferred from electronic annotation with InterPro:IPR000239, InterPro:IPR000719, InterPro:IPR000961, InterPro:IPR002290, InterPro:IPR017441 <newline> protein serine/threonine kinase activity ; GO:0004674 | non-traceable author statement <newline> G-protein coupled receptor kinase activity ; GO:0004703 | inferred from mutant phenotype",3R,31457873,31405245,1,-,G protein-coupled receptor kinase 2,3-102,Gprk2
FBgn0261989,FBgn0261989,CG42807,50B2-50B2,-,2-68 <newline> 2-72.5,-,-,-,SO0000010:protein_coding_gene,-,-,-,2R,13572759,13570595,-1,-,-,Feb-68,CG42807
